Statement,Sentiment
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,positive
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",positive
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",positive
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",positive
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative
Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,positive
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",positive
$RSOL bought 3500 shares today!,positive
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive
long $AAPL 107 calls @ .40,positive
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,negative
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive
what is up with $HK..... from Jan to now it's been a sinking ship...,negative
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive
FTSE edges up as investors cheer Kingfisher results,positive
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,negative
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative
London Stock Exchange Ã¢â‚¬â€œ Deutsche Boerse merger under threat from Brexit,negative
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive
$MA http://stks.co/1CYN continues to consolidate / base here,positive
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
$KITD Looking for a oversold bounce.,positive
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,positive
The policy was also aimed at making the companies more profitable and competitive .,positive
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative
Efficiency programs totalling 100 million euros are under way in Finnair .,positive
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",positive
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative
Net profit was 35.5 mln compared with 29.8 mln .,positive
The optimization of the steel components heating process will reduce the energy consumption .,positive
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,negative
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative
"$CNDO 21% short float, shorts likely to take profits into close",negative
European traffic grew nearly 30 % .,positive
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive
Turnover rose to EUR21m from EUR17m .,positive
Britain's FTSE gets lift from Prudential results,positive
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+Ã³ ??",negative
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,negative
Why $MCD looks set to fall further. http://stks.co/f2fgj,negative
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,positive
AstraZeneca's patent on asthma drug invalidated by US court,negative
It is a disappointment to see the plan folded .,negative
Standard Life share price: Insurer buys advice firm Pearson Jones,positive
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive
Amazon to attack UK grocery market with Morrisons deal,positive
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,positive
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",positive
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,positive
The talks are aimed at restructuring operations and cutting costs .,positive
Legal & General share price: Finance chief to step down,negative
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative
Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,positive
$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,positive
The objective of the planned measures is to achieve significant savings in the next few years .,positive
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,positive
$GS sells flat..I am out..,negative
Whitbread boss Andy Harrison defends sales fall as 'just a blip',negative
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive
$LINE biggies must be loading up here at lows..,positive
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive
$PLUG bear raid,negative
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,negative
Glencore Studies Possible IPO for Agricultural Trading Business,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
British American Tobacco first-half sales hurt by currency moves,negative
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
$TSLA recall model X https://t.co/b7izYa4BuE,negative
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive
$AAPL Nice RSI 33 bounce at 9:58,positive
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,positive
GKN to buy Fokker Technologies for 706 mln euros,positive
CompaniesMeggitt profits hit by weak energy and military markets,negative
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive
"In this case , the effect would be negative in Finland .",negative
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",positive
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative
$TZOO a close above 28.64 and we are ready to rock and roll,positive
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive
Britain's FTSE forges ahead as Shire surges,positive
`` Leipurin is a growing and rapidly internationalizing Group .,positive
$EFUT hod  posted buy pm at $4.40,positive
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative
$EDU bouncing nicely after add-on (posted),positive
$COST Costco less than stellar day but it held the 50 day moving average,negative
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive
$AMD big dumping... would not touch it for a while,negative
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive
`` Residentialconstruction in particular has picked up in several markets .,positive
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive
The company aims to maintain this trend in profitability during the current year .,positive
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive
Cash flow from operating activities is estimated to be positive .,positive
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive
Ocwen Reaches Settlement With California Regulator,positive
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive
"$NFLX small pos, short 180 wkly puts.",negative
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
Sales of clothing developed best .,positive
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Ã±meri , the Northernmost part of the Gulf of Bothnia .",negative
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive
$BAC in for swing trade  looks like want go up,positive
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative
The cooperation will double The Switch 's converter capacity .,positive
"Finnish P+Ã‚yry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive
Look at that $AMZN > 600,positive
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,positive
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive
Export declined by 6 percent to 16.4 million liters .,negative
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
GSK joins China trade push as UK trumpets healthcare deals,positive
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,positive
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",positive
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive
AstraZeneca sells Caprelsa rights to Sanofi unit,positive
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative
EU regulator backs approval for GSK injectable asthma drug,positive
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive
$AAPL short some 592.49,negative
Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative
@Vegastrader66 Looks like good entry for $QIHU here.,positive
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive
$YHOO making new HOD,positive
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive
The Group 's cash flow from operations will be positive .,positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive
Etteplan targets to employ at least 20 people in Borl+Ã±nge .,positive
$FB  rejecting HIGHS shortable...at 109,negative
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive
$COST short finally making gains. I will take half my gains at 147,negative
$NEON oversold,positive
The situation of coated magazine printing paper will continue to be weak .,negative
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative
BP joins forces with Det Norske in Norway,positive
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
FTSE 100 flat; Standard Chartered leads risers,positive
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",positive
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive
Tesco share price closes higher as two more directors leave grocer,positive
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive
Sales have risen in other export markets .,positive
Industry NewsWolseley confident in reslilience amid mixed markets,positive
The agreement expands Tekla Structures ' scope of use to bridge design .,positive
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive
Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive
$CRK time to accumulate for a long position with far more upside than downside,positive
The reduction notice applied to 17 people .,negative
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",positive
"In Q1 of 2010 , Bank of +Ã land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,positive
Acquisitions have been made and businesses have been well integrated .,positive
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",positive
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive
Alma Media expects its net sales to increase as forecast previously .,positive
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",negative
fi is developing cooperation in keyword advertising with Microsoft .,positive
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",positive
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive
